"Opened Date","File Number","Sales Rep","Client Name","Product Type","Prod Type","Primary Property Address","File Status ","Closed Date","Sent To External Accounting","Loan Amount","Sales Price"
"May 7, 2021","10230165","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","34015 Harvest Way, Wildomar, CA  92595","Cancelled","Aug 24, 2021","","296484.00","0.00"
"May 7, 2021","10230168","Nelson Torres","HomeBridge Financial Services","Loan: Title Only (Outside Escrow) (N)","Loan","5005 Sepulveda Boulevard, Torrance, CA  90505","Closed","Jun 10, 2021","Jun 8, 2021","197000.00","0.00"
"May 7, 2021","10230169","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","808 West Avenue South, Turlock, CA  95380","Closed","Sep 11, 2021","Aug 30, 2021","195112.00","0.00"
"May 7, 2021","10230173","Nelson Torres","Sapphire Escrow","Loan: Title Only (Outside Escrow)","Loan","19237 Tillman Avenue, Carson, CA  90746","Closed","Jun 18, 2021","","623500.00","0.00"
"May 7, 2021","10230180","Linda Ruiz","Newcomer Escrow, Inc.","Loan: Title Only (Outside Escrow)","Loan","12515 221st Street, Hawaiian Gardens, CA  90716","Policy Issued","","","376000.00","0.00"
"May 7, 2021","10230185","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","140 South Grand Oaks Avenue, Pasadena, CA  91107","Cancelled","Aug 10, 2021","","165000.00","0.00"
"May 7, 2021","10230191","Michael Nouri","Loan America","Loan: Title Only (Outside Escrow) (N)","Loan","5015 West Boulevard, (View Park Area), Los Angeles, CA  90043","Closed","Aug 3, 2021","Jul 27, 2021","540000.00","0.00"
"May 7, 2021","10230198","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","44240 Galion Avenue, Lancaster, CA  93536","Closed","Jul 13, 2021","","357930.00","0.00"
"May 7, 2021","10230200","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","78329 Scarlet Court, La Quinta, CA  92253","Closed","Aug 28, 2021","Aug 26, 2021","161250.00","0.00"
"May 7, 2021","10230202","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","8546 Comet Street, Rancho Cucamonga, CA  91730-4218","Cancelled","Sep 12, 2021","","459200.00","0.00"
"May 7, 2021","10230209","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1510 West Tonia Court, Anaheim, CA  92802-3922","Closed","Aug 6, 2021","","222250.00","0.00"
"May 7, 2021","10230212","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1111 Salmon Drive, Roseville, CA  95661","Cancelled","Aug 6, 2021","","376177.00","0.00"
"May 7, 2021","10230213","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","565 Lampasas Avenue, Sacramento, CA  95815","Cancelled","Aug 17, 2021","","221816.00","0.00"
"May 7, 2021","10230218","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","4936 Francis Avenue, Chino, CA  91710","Closed","Jun 2, 2021","","188000.00","0.00"
"May 7, 2021","10230220","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","2121 East Peachwood Lane, Santa Ana, CA  92705","Closed","Jun 10, 2021","","256000.00","0.00"
"May 7, 2021","10230221","Team Meza","Tower Escrow","Loan: Title Only (Outside Escrow)","Loan","20380 Newhall Avenue, Santa Clarita, CA  91321","Cancelled","Aug 9, 2021","","920000.00","0.00"
"May 7, 2021","10230222","Scott & Angeline","IHome Funding","Loan: Title Only (Outside Escrow)","Loan","14023 Ben Nevis Avenue, Norwalk, CA  90650","Closed","Jul 24, 2021","Jul 23, 2021","495000.00","0.00"
"May 7, 2021","10230223","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1077 Sydney Court, Upland, CA  91786","Closed","Jun 4, 2021","Jun 3, 2021","338000.00","0.00"
"May 7, 2021","10230224","Daphne Alt","Churchill Mortgage","Loan:  Title and Escrow","Loan","56833 Desert Gold Drive, Yucca Valley, CA  92284","Closed","Jul 6, 2021","Jun 21, 2021","276700.00","0.00"
"May 7, 2021","10230225","Scott & Angeline","Guardian Capital","Loan: Title Only (Outside Escrow) (N)","Loan","1273 East Tenaya Way, Fresno, CA  93710","Closed","Sep 2, 2021","Sep 1, 2021","244300.00","0.00"
"May 7, 2021","10230227","Justin Nouri","Greenbox Loans, Inc.","Loan: Title Only (Outside Escrow)","Loan","1454 West Renwick Road, San Dimas, CA  91773","Closed","Jun 28, 2021","Jun 25, 2021","474000.00","0.00"
"May 7, 2021","10230229","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","3554 Syracuse Avenue, San Diego, CA  92122","Closed","Jun 23, 2021","","500000.00","0.00"
"May 7, 2021","10230239","Hugo Lopez","Broker Solutions, Inc. DBA New American Funding","Loan: Title Only (Outside Escrow)","Loan","9310 Signature Street, Jurupa Valley, CA  92509","Cancelled","Aug 10, 2021","","375000.00","0.00"
"May 7, 2021","10230243","Scott & Angeline","Diamond Global Escrow","Loan: Title Only (Outside Escrow)","Loan","120 Lime Avenue, San Gabriel, CA  91776","Closed","Jun 5, 2021","Jun 4, 2021","540000.00","0.00"
"May 19, 2021","10231596","Scott & Angeline","Generations Escrow","Loan: Title Only (Outside Escrow)","Loan","16970 Marygold Avenue, Unit 56, Fontana, CA  92335","Cancelled","Aug 19, 2021","","20000.00","0.00"
"May 19, 2021","10231597","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","2395 North River Trail Road, Orange, CA  92865-2036","Cancelled","Aug 17, 2021","","330000.00","0.00"
"May 19, 2021","10231605","Linda Ruiz","LP3 Funding","Loan: Title Only (Outside Escrow)","Loan","1375 Sonora Drive, Corona, CA  92882","Closed","Jun 14, 2021","","397000.00","0.00"
"May 19, 2021","10231605","Linda Ruiz","LP3 Funding","Loan: Title Only (Outside Escrow)","Loan","1375 Sonora Drive, Corona, CA  92882","Closed","Jun 14, 2021","Jun 3, 2021","397000.00","0.00"
"May 19, 2021","10231606","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1563 Greenwood Road, Pleasanton, CA  94566","Closed","Jun 30, 2021","","500000.00","0.00"
"May 19, 2021","10231607","David Gomez","Premier Escrow","Loan: Title Only (Outside Escrow)","Loan","16041 Villa Flores Drive, Hacienda Heights, CA  91745","Closed","Feb 18, 2022","Jun 22, 2021","150762.00","0.00"
"May 19, 2021","10231610","Sonia Flores","Omni Fund, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","12691 Christy Lane, Los Alamitos, CA  90720","Closed","Feb 4, 2022","","581000.00","0.00"
"May 19, 2021","10231612","Team Meza","Mi Casita Escrow","Loan: Title Only (Outside Escrow)","Loan","9735 5th Avenue, Hesperia, CA  92345","Cancelled","Aug 23, 2021","","203000.00","0.00"
"May 19, 2021","10231617","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","3039 East Sorano Place, Brea, CA  92821","Closed","Jun 18, 2021","","466000.00","0.00"
"May 19, 2021","10231619","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1264 Winston Court, Upland, CA  91786","Closed","Jun 18, 2021","Jun 17, 2021","230000.00","0.00"
"May 19, 2021","10231622","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","4531 South Van Ness Avenue, Los Angeles, CA  90062","Closed","Jun 14, 2021","Jun 11, 2021","400000.00","0.00"
"May 19, 2021","10231626","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","20829 Center Street, Riverside, CA  92507","Closed","Jun 26, 2021","","358000.00","0.00"
"May 19, 2021","10231626","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","20829 Center Street, Riverside, CA  92507","Closed","Jun 26, 2021","Jun 25, 2021","358000.00","0.00"
"May 19, 2021","10231630","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1307 Carew Street, San Dimas, CA  91773","Closed","Jun 9, 2021","","548000.00","0.00"
"May 19, 2021","10231632","Nini Kerns","Planet Home Lending","Loan: Title Only (Outside Escrow)","Loan","1631 Keeler Street, Burbank, CA  91504","Closed","Aug 3, 2021","","540000.00","0.00"
"May 19, 2021","10231632","Nini Kerns","Planet Home Lending","Loan: Title Only (Outside Escrow)","Loan","1631 Keeler Street, Burbank, CA  91504","Closed","Aug 3, 2021","Aug 2, 2021","540000.00","0.00"
"May 19, 2021","10231636","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","47 Lincoln Court, Buena Park, CA  90620","Closed","Jun 26, 2021","","339900.00","0.00"
"May 19, 2021","10231636","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","47 Lincoln Court, Buena Park, CA  90620","Closed","Jun 26, 2021","Jun 24, 2021","339900.00","0.00"
"May 19, 2021","10231639","Michael Nouri","DC Capital","Loan: Title Only (Outside Escrow)","Loan","205 South Nebraska Street, Lake Elsinore, CA  92530","Closed","Sep 13, 2021","","331000.00","0.00"
"May 19, 2021","10231640","Nicholas J Watt","Coastal Key Escrow","Loan: Title Only (Outside Escrow)","Loan","251 West Canada, San Clemente, CA  92672-5085","Closed","Jun 28, 2021","","468497.00","0.00"
"May 19, 2021","10231645","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1953 Peck Road, Monrovia, CA  91016","Closed","Jun 9, 2021","Jun 8, 2021","534000.00","0.00"
"May 19, 2021","10231646","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1736 La Ramada Avenue, Arcadia, CA  91006","Closed","Jun 12, 2021","","315000.00","0.00"
"May 19, 2021","10231646","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1736 La Ramada Avenue, Arcadia, CA  91006","Closed","Jun 12, 2021","Jun 11, 2021","315000.00","0.00"
"May 19, 2021","10231650","Scott & Angeline","Exceed Lending","Loan: Title Only (Outside Escrow)","Loan","7028 Vera Terrace, San Gabriel, CA  91775","Closed","Jul 1, 2021","","750000.00","0.00"
"May 19, 2021","10231651","Mike Johnson","Ocean Lending Home Loans, Inc,  ISAOA/ATIMA","Loan: Title and Escrow (N)","Loan","28108 Oaklar Drive, Santa Clarita, CA  91350","Closed","Jun 19, 2021","Jun 21, 2021","490000.00","0.00"
"May 19, 2021","10231652","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","804 West Gladstone Street, San Dimas, CA  91773","Closed","Jul 19, 2021","Jul 16, 2021","453750.00","0.00"
"May 4, 2021","10229508","Linda Ruiz","1st Class Financial","Loan: Title Only (Outside Escrow) (N)","Loan","10603 Smallwood Avenue, Downey, CA  90241","Closed","Jul 2, 2021","Jul 1, 2021","462000.00","0.00"
"May 4, 2021","10229512","Linda Ruiz","American Eagle Escrow, Inc","Loan: Title Only (Outside Escrow)","Loan","3570 Crestview Drive, Norco, CA  92860","Cancelled","Aug 3, 2021","","215000.00","0.00"
"May 4, 2021","10229513","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","6676 Platt Avenue, Los Angeles, CA  91307","Closed","Jun 7, 2021","","269000.00","0.00"
"May 4, 2021","10229516","Daphne Alt","Clear Mortgage Capital","Loan: Title Only (Outside Escrow) (N)","Loan","50 West Loma Alta Drive, Altadena, CA  91001","Closed","Jun 5, 2021","Jun 4, 2021","285000.00","0.00"
"May 4, 2021","10229521","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","6466 Hollis Street, Unit 208, Emeryville, CA  94608","Closed","Jun 14, 2021","","311500.00","0.00"
"May 4, 2021","10229523","Mike Johnson","First California Funding","Loan: Title Only (Outside Escrow) (N)","Loan","31376 Chemin Chevalier, Temecula, CA  92591","Closed","Jun 1, 2021","May 26, 2021","507000.00","0.00"
"May 4, 2021","10229529","Scott & Angeline","The Real Geek Inc","Loan: Title and Escrow (N)","Loan","5195 Via Del Acero, Yorba Linda, CA  92887","Closed","Sep 8, 2021","May 25, 2021","420000.00","0.00"
"May 4, 2021","10229533","Mike Johnson","Sunset Processing Inc","Loan: Title Only (Outside Escrow)","Loan","18459 Los Canarios Street, Fountain Valley, CA  92708","Cancelled","Aug 3, 2021","","535000.00","0.00"
"May 4, 2021","10229535","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","7931 Corte Domingo, Carlsbad, CA  92009","Closed","Jun 2, 2021","","901000.00","0.00"
"May 4, 2021","10229536","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","1332 West 62nd Street, Los Angeles, CA  90044","Closed","May 31, 2021","May 28, 2021","376350.00","0.00"
"May 4, 2021","10229539","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","13149 Michael Monsoor Court, Garden Grove, CA  92843","Closed","May 27, 2021","","467000.00","0.00"
"May 4, 2021","10229543","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","502 Covey Avenue, Bakersfield, CA  93308","Cancelled","Aug 24, 2021","","50000.00","0.00"
"May 4, 2021","10229545","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","219-223 Clayton Street, San Francisco, CA  94117","Cancelled","Sep 27, 2021","","2948736.00","0.00"
"May 4, 2021","10229549","Hugo Lopez","Javier Salas Real Estate","Loan: Title Only (Outside Escrow)","Loan","1531 Durfee Avenue, South El Monte, CA  91733","Closed","Jun 3, 2021","","315000.00","0.00"
"May 4, 2021","10229554","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1560 Ewing Road, Arroyo Grande, CA  93420-5924","Closed","Sep 30, 2021","Jul 9, 2021","780600.00","0.00"
"May 4, 2021","10229556","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1904 Voorhees Avenue, Redondo Beach, CA  90278","Cancelled","Aug 3, 2021","","10.00","0.00"
"May 4, 2021","10229560","Sonia Flores","Radiant Bank Mortgage","Loan: Title Only (Outside Escrow) (N)","Loan","16636 Reed Street, Fontana, CA  92336","Closed","Jul 6, 2022","","244200.00","0.00"
"May 4, 2021","10229564","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","19611 Highridge Way, (Trabuco Canyon Area), Lake Forest, CA  92679-1638","Closed","Oct 21, 2021","Oct 20, 2021","828630.00","0.00"
"May 8, 2021","10230253","Mike Johnson","Purpose Funding","Loan: Title Only (Outside Escrow) (N)","Loan","27055 Tube Rose Street, Murrieta, CA  92562","Closed","Jul 29, 2021","","419000.00","0.00"
"May 8, 2021","10230253","Mike Johnson","Purpose Funding","Loan: Title Only (Outside Escrow) (N)","Loan","27055 Tube Rose Street, Murrieta, CA  92562","Closed","Jul 29, 2021","Jul 28, 2021","419000.00","0.00"
"May 8, 2021","10230254","Team Meza","Premier Escrow Services","Loan: Title Only (Outside Escrow)","Loan","16034 Maplegrove Street, La Puente, CA  91744","Cancelled","Aug 8, 2021","","386000.00","0.00"
"May 8, 2021","10230256","In House - SoCal Glendale","Ge-Ke Financial Group Inc.","Loan: Title Only (Outside Escrow)","Loan","1105 Saint Olaf Court, Dixon, CA  95620","Closed","Jun 8, 2021","","480000.00","0.00"
"May 8, 2021","10230257","Mike Johnson","Powerhouse Escrow","Loan: Title Only (Outside Escrow)","Loan","4043 Willowcrest Avenue, (Studio City Area), Los Angeles, CA  91604","Closed","Jun 14, 2021","Jun 9, 2021","375000.00","0.00"
"May 8, 2021","10230258","Mike Johnson","Right Choice Mortgage, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1612 Grove Place, Fullerton, CA  92831","Closed","Jun 8, 2021","Jun 9, 2021","429000.00","0.00"
"May 10, 2021","10230260","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1428 North Elderberry Avenue, Ontario, CA  91762","Cancelled","Aug 10, 2021","","185500.00","0.00"
"May 10, 2021","10230262","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","105 Aristotle Street, Simi Valley, CA  93065-1702","Closed","Jul 29, 2021","","537468.00","0.00"
"May 10, 2021","10230262","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","105 Aristotle Street, Simi Valley, CA  93065-1702","Closed","Jul 29, 2021","Jul 28, 2021","537468.00","0.00"
"May 10, 2021","10230263","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5934 Orange Knoll Avenue, San Bernardino, CA  92404","Cancelled","Aug 19, 2021","","223000.00","0.00"
"May 10, 2021","10230265","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2826 Pine Castle Drive, Hanford, CA  93230-2335","Closed","Jul 22, 2021","","168335.00","0.00"
"May 10, 2021","10230266","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","11235 Sunburst Street, (Sylmar Area), Los Angeles, CA  91342","Closed","Aug 6, 2021","Aug 6, 2021","436500.00","0.00"
"May 10, 2021","10230270","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","14431 La Forge Street, Whittier, CA  90603","Closed","Jul 14, 2021","Oct 29, 2021","395793.00","0.00"
"May 10, 2021","10230271","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2017 N Corlett Avenue, Los Angeles, CA  90059","Cancelled","May 11, 2021","","400000.00","0.00"
"May 10, 2021","10230273","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","9555 Jaguar Court, Elk Grove, CA  95757","Cancelled","May 18, 2021","","225000.00","0.00"
"May 10, 2021","10230274","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","13143 Eustace Street, (Pacoima Area), Los Angeles, CA  91331","Closed","Oct 23, 2021","","500610.00","0.00"
"May 10, 2021","10230276","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","950 Congress Street, Costa Mesa, CA  92627","Cancelled","Aug 10, 2021","","440000.00","0.00"
"May 10, 2021","10230277","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","42243 Brittle Bush Drive, Lancaster, CA  93536","Closed","Oct 22, 2021","","356000.00","0.00"
"May 10, 2021","10230280","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","16 Via Geneva, Rancho Santa Margarita, CA  92688-4953","Closed","Jul 14, 2021","","368000.00","0.00"
"May 10, 2021","10230280","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","16 Via Geneva, Rancho Santa Margarita, CA  92688-4953","Closed","Jul 14, 2021","Jul 13, 2021","368000.00","0.00"
"May 10, 2021","10230282","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","216 Cherry Street, Lodi, CA  95240","Closed","Sep 7, 2021","Sep 7, 2021","269400.00","0.00"
"May 10, 2021","10230284","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2906 Avington Way, Shasta Lake, CA  96019","Cancelled","Aug 19, 2021","","223000.00","0.00"
"May 10, 2021","10230290","Scott & Angeline","CYT Financial Corp","Loan: Title Only (Outside Escrow) (N)","Loan","2258 Fair Oak View Terrace, Los Angeles, CA  90039","Closed","Jun 24, 2021","Jun 22, 2021","538600.00","0.00"
"May 10, 2021","10230293","Janell Blank","American Pacific Mortgage","Loan: Title Only (Outside Escrow)","Loan","3449 Castle Rock Road, Diamond Bar, CA  91765","Closed","Jun 11, 2021","Jun 10, 2021","509500.00","0.00"
"May 10, 2021","10230299","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","71 Paseo Del Sol, Rancho Santa Margarita, CA  92688","Closed","Jun 15, 2021","","542000.00","0.00"
"May 10, 2021","10230303","Louis Morreale","The Mortgage Group","Loan:  Title and Escrow","Loan","1060 East Magnolia Blvd, Burbank, CA  91501","Closed","Jun 14, 2021","","560000.00","0.00"
"May 10, 2021","10230303","Louis Morreale","The Mortgage Group","Loan:  Title and Escrow","Loan","1060 East Magnolia Blvd, Burbank, CA  91501","Closed","Jun 14, 2021","Jun 11, 2021","560000.00","0.00"
"May 10, 2021","10230305","Mike Johnson","Kalogiannis Financial","Loan: Title and Escrow (N)","Loan","21152 Briarwood Lane, (Trabuco Canyon Area), Rancho Santa Margarita, CA  92679-3309","Cancelled","Aug 9, 2021","","525000.00","0.00"
"May 10, 2021","10230309","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","1001 Genter Street, Unit 5F, San Diego, CA  92037","Policy Issued","","Oct 7, 2021","697500.00","0.00"
"May 10, 2021","10230311","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","485 Tristania Terrace, Sunnyvale, CA  94086-2610","Closed","Jun 15, 2021","","412700.00","0.00"
"May 10, 2021","10230313","Scott & Angeline","Mountain West Financial","Loan:  Title and Escrow","Loan","1118 Highland Court, Beaumont, CA  92223","Closed","Jun 9, 2021","Jun 9, 2021","217500.00","0.00"
"May 19, 2021","10231658","Nicholas J Watt","On Demand Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","32011 East Nine Drive, Laguna Niguel, CA  92677","Closed","Jul 26, 2021","Jun 17, 2021","150000.00","0.00"
"May 19, 2021","10231666","Sonia Flores","Express Home Funding","Loan: Title Only (Outside Escrow)","Loan","9440 Sewell Court, Fontana, CA  92335","Closed","Jun 23, 2021","","268989.00","0.00"
"May 19, 2021","10231666","Sonia Flores","Express Home Funding","Loan: Title Only (Outside Escrow)","Loan","9440 Sewell Court, Fontana, CA  92335","Closed","Jun 23, 2021","Jun 14, 2021","268989.00","0.00"
"May 19, 2021","10231668","Cibeli Tregembo","FC Consultants","Loan: Title and Escrow (N)","Loan","185 Rosewood Street, Fillmore, CA  93015","Closed","Aug 11, 2021","Aug 4, 2021","417175.00","0.00"
"May 19, 2021","10231671","Sandra Millar","Wallstreet Funding","Loan: Title Only (Outside Escrow)","Loan","4043 Minuet Circle, Richmond, CA  94803-2738","Cancelled","Aug 25, 2021","","445000.00","0.00"
"May 19, 2021","10231672","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","20904 Lama Teumete Road, Mi Wuk Village, CA  95346","Cancelled","Aug 20, 2021","","175812.00","0.00"
"May 19, 2021","10231681","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","14715 Betz Lane, Red Bluff, CA  96080-9492","Cancelled","Aug 19, 2021","","206915.00","0.00"
"May 19, 2021","10231683","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5790 Main Street, Oakley, CA  94561-3886","Closed","Jul 9, 2021","","236000.00","0.00"
"May 19, 2021","10231684","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1545 Wheeler Drive, Salinas, CA  93906-4111","Closed","Feb 14, 2022","Jan 5, 2022","350490.00","0.00"
"May 19, 2021","10231685","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","10019 Tamil Road, Lakeside, CA  92040","Closed","Oct 1, 2021","Sep 29, 2021","260000.00","0.00"
"May 19, 2021","10231686","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","920 West 6th Street, Gilroy, CA  95020","Closed","Jul 27, 2021","","207118.00","0.00"
"May 19, 2021","10231696","Daphne Alt","Clear Mortgage Capital","Loan: Title Only (Outside Escrow) (N)","Loan","22462 Hummingbird Lane, Lake Forest, CA  92630-3220","Cancelled","Oct 24, 2021","","425000.00","0.00"
"May 19, 2021","10231697","Eddie Castro","Presidential Escrow","Loan: Title Only (Outside Escrow)","Loan","5100 and 5102 East 60th Place, Maywood, CA  90270","Closed","Jul 7, 2021","","275000.00","0.00"
"May 19, 2021","10231697","Eddie Castro","Presidential Escrow","Loan: Title Only (Outside Escrow)","Loan","5100 and 5102 East 60th Place, Maywood, CA  90270","Closed","Jul 7, 2021","Jul 6, 2021","275000.00","0.00"
"May 19, 2021","10231698","Scott & Angeline","Emory Financial","Loan: Title Only (Outside Escrow) (N)","Loan","1715 Eldora Street, Lemon Grove, CA  91945","Cancelled","Aug 18, 2021","","10.00","0.00"
"May 19, 2021","10231704","Scott & Angeline","Bayfront Lending LLC","Loan: Title and Escrow (N)","Loan","2642 West Monte Carlo Drive, Unit 30, Santa Ana, CA  92706","Closed","Jul 7, 2021","Jul 6, 2021","336750.00","0.00"
"May 19, 2021","10231708","David Gomez","Unique Escrow","Loan: Title Only (Outside Escrow)","Loan","2537 El Toro Road, Duarte, CA  91010","Closed","Aug 31, 2021","Aug 23, 2021","144000.00","0.00"
"May 19, 2021","10231711","Team Meza","Sapphire Escrow","Loan: Title Only (Outside Escrow)","Loan","11743 Angell Street, Norwalk, CA  90650","Cancelled","Aug 18, 2021","","387000.00","0.00"
"May 19, 2021","10231712","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","3270 Windmist Avenue, Thousand Oaks, CA  91362","Policy Issued","","Jun 29, 2021","548000.00","0.00"
"May 19, 2021","10231713","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","10094 Sunn Circle, Fountain Valley, CA  92708-1021","Closed","Jul 7, 2021","","355000.00","0.00"
"May 19, 2021","10231713","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","10094 Sunn Circle, Fountain Valley, CA  92708-1021","Closed","Jul 7, 2021","Jul 7, 2021","355000.00","0.00"
"May 19, 2021","10231714","David Gomez","Arbor One Escrow","Loan: Title Only (Outside Escrow)","Loan","598 Pine Valley Road, Banning, CA  92220-5356","Closed","Aug 23, 2021","Jul 22, 2021","159000.00","0.00"
"May 19, 2021","10231716","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","756 Fairview Avenue, Arcadia, CA  91007","Closed","Jul 14, 2021","Jul 13, 2021","400000.00","0.00"
"May 19, 2021","10231718","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","1349 Maxwell Lane, Upland, CA  91786","Closed","Jun 17, 2021","","259096.00","0.00"
"May 19, 2021","10231723","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1525 West F Street, Ontario, CA  91762","Closed","Jul 9, 2021","","300000.00","0.00"
"May 19, 2021","10231724","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","2476 East Salem Street, Ontario, CA  91761","Closed","Jul 8, 2021","Jul 8, 2021","280000.00","0.00"
"May 19, 2021","10231726","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","1000 Portola Oaks Drive, Lake Forest, CA  92610","Closed","Jun 29, 2021","","458000.00","0.00"
"May 19, 2021","10231727","Patrick Kane","Success Lender","Loan:  Title and Escrow","Loan","2235 Bonita Avenue, La Verne, CA  91750","Closed","May 19, 2021","","640000.00","0.00"
"May 19, 2021","10231730","Hugo Lopez","Y.O.U.R. Group of Companies","Loan: Title Only (Outside Escrow)","Loan","366 San Fidel Avenue, La Puente, CA  91746","Closed","Oct 30, 2021","Oct 29, 2021","366000.00","0.00"
